Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Exam_Score,Tutoring_Sessions_Group
19,79,1,1,1,8,57,0,1,0,0,2,3,0,0,1,65,2
22,80,1,2,0,7,63,1,1,2,1,2,3,0,1,2,69,1
22,61,2,0,1,6,74,1,1,0,1,0,3,0,0,2,63,1
23,66,1,1,0,7,76,0,1,2,1,1,2,0,1,1,64,1
22,75,1,1,1,10,77,2,1,0,0,1,2,0,0,2,66,2
17,87,1,1,1,7,61,1,1,2,1,0,3,1,0,2,67,4
17,69,2,2,1,9,96,1,1,0,1,0,3,0,1,0,66,2
13,77,0,2,0,6,85,0,1,0,1,1,4,0,2,2,65,2
31,82,2,1,1,7,63,1,0,2,1,2,2,0,2,1,72,2
20,96,2,1,1,8,65,2,1,1,0,1,2,0,0,2,70,0
19,73,1,1,1,9,94,1,1,2,0,2,1,0,1,2,67,1
14,65,1,2,0,9,69,0,1,1,1,1,3,0,1,2,64,4
38,80,2,1,0,5,78,1,1,0,1,2,4,0,1,0,72,1
14,90,1,1,1,9,56,1,1,0,1,1,4,0,0,2,65,0
17,64,2,0,1,10,63,1,1,2,1,2,3,0,0,1,62,0
22,77,1,2,0,6,71,2,1,0,1,0,4,0,0,0,67,3
24,61,1,1,0,6,83,2,1,1,1,2,3,1,0,2,64,0
26,61,1,1,0,7,64,0,1,1,1,0,3,0,2,2,63,0
31,79,1,2,0,7,98,1,1,1,2,1,2,0,1,1,72,1
23,72,0,1,0,6,61,2,1,2,1,2,5,0,0,2,66,1
14,94,2,1,1,5,89,1,1,1,1,2,1,0,2,2,70,0
18,84,1,0,1,9,68,0,1,1,2,0,2,0,2,2,66,0
22,78,2,2,0,6,92,0,1,2,2,2,3,0,0,1,70,1
32,76,0,0,1,6,96,0,1,0,2,1,2,0,0,1,67,0
12,80,1,1,1,7,59,2,1,0,2,2,2,0,0,2,64,1
27,62,2,1,0,5,75,1,1,1,2,2,2,0,0,2,67,2
21,96,2,2,1,5,58,1,1,2,2,1,4,0,1,0,72,0
25,100,2,0,0,6,85,0,1,1,1,2,3,0,0,2,72,1
19,67,2,1,1,8,92,0,1,2,1,1,5,0,2,1,68,2
15,65,1,1,1,7,69,1,1,2,1,1,3,0,2,2,64,1
25,66,2,1,1,4,70,1,0,2,1,2,3,0,0,1,66,1
24,86,0,2,0,9,60,1,1,0,2,2,3,0,1,0,68,0
26,86,0,0,0,8,65,0,1,0,2,1,4,0,0,2,66,0
20,94,0,2,1,7,66,2,1,0,2,2,1,0,0,2,70,1
16,90,2,2,1,7,58,2,1,0,1,1,4,0,2,2,70,1
25,85,0,1,1,10,95,1,1,1,0,2,1,0,1,2,69,0
23,88,1,1,1,8,66,0,1,1,2,2,2,0,1,1,69,2
14,81,1,1,1,7,64,1,1,1,1,2,4,1,1,2,66,2
17,79,2,2,0,5,69,1,1,0,1,0,3,0,2,2,68,4
17,86,1,2,0,7,98,1,1,0,2,2,5,0,2,1,71,2
11,82,1,1,1,8,88,1,0,0,1,0,2,0,2,1,64,1
15,86,0,2,0,7,60,1,1,1,1,2,3,0,1,2,67,2
13,85,1,2,1,6,88,1,1,1,2,2,3,0,0,1,68,2
16,86,1,1,0,6,98,2,1,0,1,1,3,0,2,2,68,1
10,81,1,2,1,8,95,1,1,0,2,2,3,0,0,2,69,5
32,87,1,2,1,6,55,1,1,0,2,1,3,0,0,2,71,0
28,78,2,0,1,4,73,0,0,0,1,2,4,0,0,1,68,3
15,70,2,2,0,6,85,2,1,0,1,2,2,0,1,1,65,0
22,60,0,1,0,7,99,1,1,0,2,1,3,0,1,1,63,1
23,82,0,1,1,8,54,1,1,1,2,0,1,0,0,2,65,0
27,84,2,2,0,8,68,0,1,0,2,2,2,1,2,2,72,3
15,99,0,1,1,5,75,0,1,1,0,1,1,0,1,1,67,2
27,74,1,2,0,7,71,1,1,1,1,2,3,0,0,2,69,1
17,76,1,1,0,6,73,1,1,0,2,1,3,0,2,2,67,3
12,68,2,1,1,6,68,0,1,1,1,2,4,0,1,2,64,2
24,63,1,0,0,6,99,0,0,0,1,2,3,0,0,1,62,0
28,91,0,1,0,7,90,1,1,2,0,1,3,0,0,2,71,2
36,70,0,2,0,10,87,1,1,0,1,2,3,0,0,2,70,2
13,84,0,1,0,10,71,0,1,1,2,1,3,0,1,1,64,1
24,88,1,1,1,6,94,1,1,0,1,0,2,0,2,1,69,0
18,79,1,1,1,7,55,1,1,0,2,2,3,0,0,1,65,1
25,95,2,2,1,7,57,1,1,2,1,0,2,0,1,1,73,2
11,78,1,0,1,7,98,0,1,1,1,1,3,0,0,2,64,2
12,71,1,2,1,8,78,0,1,1,1,0,2,0,2,2,64,2
15,96,1,1,1,7,58,1,1,1,1,1,4,0,2,1,70,3
20,94,0,0,1,6,97,0,1,1,1,2,5,0,1,2,70,2
16,67,2,2,0,9,99,1,1,1,1,1,2,1,0,1,64,2
24,61,0,1,0,5,94,1,1,1,2,1,2,1,1,1,64,3
26,64,1,1,1,7,62,2,1,1,2,0,2,0,0,2,66,3
24,71,0,2,1,5,64,1,1,1,1,1,3,0,1,2,66,1
30,99,1,1,1,5,70,0,1,1,1,1,4,0,0,2,74,2
22,82,2,2,0,8,79,1,0,1,1,0,1,0,1,2,69,2
13,75,0,2,1,6,100,2,1,1,1,2,3,0,2,2,67,1
28,96,1,1,0,4,98,2,1,0,1,1,5,1,0,0,73,5
16,78,0,1,0,6,96,2,1,1,1,2,1,0,2,2,66,0
25,73,2,1,0,6,54,2,1,1,1,1,4,0,0,1,67,2
29,98,1,2,1,5,88,0,1,0,1,1,2,0,1,2,75,3
23,94,1,2,1,8,94,0,1,1,2,2,2,0,0,2,73,2
11,94,1,1,0,5,67,1,1,2,1,1,5,0,0,2,67,2
14,80,2,0,1,6,61,1,1,1,2,1,4,0,1,1,65,0
28,92,1,1,1,7,87,0,1,0,0,2,1,0,0,2,71,1
19,67,1,1,1,6,55,0,1,1,1,1,4,0,0,2,63,1
20,83,1,0,1,6,97,2,1,0,2,1,4,0,0,1,68,2
25,99,1,2,0,6,58,2,1,1,1,2,4,0,0,2,72,0
24,72,0,2,1,5,73,0,1,1,2,2,2,0,0,2,67,2
22,92,1,2,0,6,99,0,1,1,1,0,4,0,1,2,71,1
19,80,0,0,0,8,99,2,1,0,1,2,4,0,2,2,67,1
18,62,1,2,1,6,89,1,1,2,2,2,3,0,2,2,66,0
25,91,1,2,0,7,92,1,1,0,1,0,5,0,0,2,72,3
23,67,0,0,0,9,98,1,1,0,2,0,0,0,1,2,64,2
18,85,1,1,0,8,96,1,1,2,2,0,3,0,1,1,68,0
26,63,2,2,0,5,81,1,1,0,1,0,2,0,0,1,65,0
19,98,1,2,1,8,87,2,1,1,1,2,4,0,2,1,74,1
15,72,1,0,1,9,80,1,1,1,2,1,4,0,1,1,65,4
15,69,2,0,1,6,75,1,0,0,2,2,2,0,0,2,63,2
14,65,1,1,1,5,94,1,1,0,1,0,3,0,2,1,65,5
18,98,0,2,1,6,87,1,1,1,1,1,1,0,0,2,70,0
27,88,1,2,1,7,93,1,1,0,1,1,4,0,0,1,71,0
15,90,1,1,1,8,55,1,1,0,1,1,1,0,1,2,66,1
21,80,1,1,1,6,79,0,1,1,2,2,3,0,1,2,69,2
16,79,1,2,1,4,66,2,1,1,1,1,2,0,1,1,67,2
18,64,1,2,1,5,76,0,1,0,1,2,4,0,0,1,64,1
11,82,2,2,0,8,81,2,1,0,2,2,2,0,0,1,67,2
19,70,1,2,1,10,92,1,1,0,2,2,4,0,0,2,67,1
19,99,2,1,0,7,52,1,1,1,1,1,4,0,0,2,70,1
23,92,2,2,0,9,58,1,1,0,1,1,1,0,2,2,71,2
21,77,1,0,1,5,96,2,1,0,2,1,5,0,0,2,68,2
13,66,2,2,0,6,98,0,1,2,2,2,2,0,0,2,65,1
27,91,1,1,0,4,53,1,1,0,1,2,3,0,2,2,70,1
21,65,1,2,1,8,67,0,0,0,1,2,4,0,0,2,64,1
21,68,2,2,1,6,50,2,1,1,0,1,4,0,0,2,67,3
20,68,0,0,0,8,88,1,1,0,0,1,3,0,0,1,63,5
17,82,1,0,1,6,84,2,1,0,0,0,3,0,0,1,65,2
21,91,1,1,1,10,78,2,1,0,2,0,2,0,0,2,70,2
23,73,1,2,0,10,85,1,1,0,1,1,3,0,1,2,67,1
10,63,1,2,0,4,77,0,0,0,1,1,3,0,0,2,60,3
17,79,0,2,0,8,62,0,1,0,1,1,3,0,0,2,64,1
18,90,0,1,0,6,88,0,1,1,1,0,1,0,0,1,65,1
22,69,1,1,0,8,89,0,0,0,2,2,5,0,0,1,64,0
27,69,1,0,1,5,93,1,1,1,1,2,4,0,1,1,67,1
15,98,1,1,1,9,98,2,1,1,1,2,3,0,0,2,71,0
17,98,1,1,0,9,87,0,1,2,1,2,3,0,0,1,69,0
17,100,1,2,1,5,53,0,1,1,2,2,4,0,0,2,70,1
15,92,1,1,1,7,51,1,1,2,2,2,3,0,1,2,69,1
18,68,2,2,1,7,87,2,1,1,1,2,4,0,0,2,69,3
25,68,0,1,1,8,53,0,1,1,1,1,3,0,1,1,64,2
14,74,0,1,1,7,66,1,1,1,2,0,3,0,2,2,63,0
23,73,2,1,0,8,57,1,1,1,1,2,2,0,1,2,67,3
10,98,1,1,0,7,98,0,0,1,1,1,3,0,1,1,66,0
17,92,1,2,1,8,66,1,1,0,1,2,3,0,0,2,69,2
18,89,1,1,0,5,53,1,1,0,2,1,4,0,1,2,69,5
30,67,1,1,0,7,97,2,1,2,1,1,3,1,0,2,69,2
18,96,1,2,1,9,80,2,1,0,1,2,3,0,1,2,72,1
7,93,2,2,1,9,52,2,1,1,0,0,3,0,0,1,65,1
8,67,1,1,1,7,92,1,1,2,2,2,2,0,1,2,63,0
20,95,1,1,0,7,58,0,1,0,2,1,4,0,1,2,69,1
24,71,2,1,1,9,90,0,1,1,2,1,3,0,1,2,69,3
22,63,1,0,1,7,80,1,1,2,2,0,2,0,1,1,64,2
21,86,1,0,1,9,59,2,1,1,2,2,3,0,1,2,69,2
27,86,1,2,0,7,88,1,1,1,1,1,3,0,2,1,72,1
17,64,1,0,0,7,73,2,1,0,1,1,4,0,1,2,62,1
25,73,2,1,1,5,82,0,0,1,1,2,3,1,0,2,66,1
10,100,0,1,0,5,93,0,1,1,0,1,1,0,0,0,65,2
15,87,2,2,1,8,63,1,1,2,1,1,3,0,1,2,69,0
9,89,1,0,0,10,68,2,1,2,2,0,3,0,0,2,65,1
18,69,2,1,1,7,100,1,1,1,2,0,2,0,0,2,67,3
20,63,0,1,1,7,75,0,1,1,2,1,2,0,0,2,63,2
21,71,2,1,0,9,78,0,1,1,1,1,4,0,0,2,66,2
20,70,0,1,0,8,64,0,1,0,0,2,3,0,0,0,61,0
14,69,2,1,1,4,71,1,1,1,1,2,4,0,0,2,64,1
19,68,1,0,1,8,75,0,1,1,1,1,4,0,2,2,64,1
11,83,1,1,1,5,63,1,1,0,1,1,3,0,1,2,65,2
28,73,1,0,0,7,62,1,1,2,1,1,3,0,2,1,68,3
18,93,0,2,1,6,80,1,1,1,1,0,3,0,0,2,69,1
17,67,1,1,0,6,59,1,1,1,1,0,3,0,0,2,61,0
30,79,1,2,0,7,78,1,0,2,2,2,2,0,2,1,72,3
13,61,1,0,1,8,85,1,1,0,1,1,3,0,1,1,61,4
13,79,2,2,0,7,60,1,1,0,2,1,4,0,1,1,66,1
13,62,0,1,1,9,87,1,1,0,1,0,1,0,1,1,60,1
20,99,1,0,0,9,68,0,1,0,2,2,3,0,2,0,69,1
23,92,1,2,0,9,100,1,1,2,2,1,2,1,1,2,72,1
24,80,1,2,1,7,99,0,1,1,1,0,2,0,0,1,69,2
35,63,2,2,1,6,90,0,1,1,1,2,3,0,1,2,71,0
7,84,1,2,0,7,67,1,1,1,1,1,3,0,1,2,64,1
24,90,0,0,1,9,97,2,1,0,1,2,4,0,0,2,71,3
17,68,0,1,1,9,100,2,1,1,2,0,3,0,0,1,64,1
16,83,1,1,1,4,73,2,1,0,0,0,3,0,1,2,67,3
16,93,1,0,1,7,81,1,1,0,1,0,3,1,2,1,67,2
15,91,0,2,1,4,50,2,1,1,1,1,3,0,0,1,66,1
30,92,0,1,1,7,52,1,1,2,1,2,4,0,1,2,73,3
25,95,1,2,1,6,75,1,1,1,1,2,4,0,0,1,73,1
20,98,1,1,0,6,80,1,1,1,1,2,2,0,1,1,70,0
28,76,0,1,1,8,66,1,1,2,0,2,4,0,1,1,70,5
11,83,1,0,1,6,55,0,1,0,1,2,4,1,2,2,62,0
12,92,2,0,1,7,89,1,1,1,2,1,2,0,2,1,68,1
7,88,2,2,1,6,71,1,1,0,1,2,3,0,0,1,65,0
16,100,2,2,1,7,82,1,1,2,1,2,2,0,0,2,73,2
21,61,2,1,1,8,83,2,0,0,1,1,3,0,1,2,65,1
21,74,1,2,1,6,77,2,0,1,1,1,3,0,1,2,66,0
21,71,0,1,1,8,59,1,1,0,1,1,3,0,1,1,64,3
12,70,1,2,0,7,81,2,1,0,1,2,3,0,0,2,63,0
25,69,1,1,0,7,66,1,0,0,0,1,3,1,1,2,62,0
21,88,2,1,1,6,91,0,1,0,1,1,4,0,2,1,70,0
24,63,1,1,0,8,60,1,1,2,1,1,3,0,0,2,65,3
9,90,1,1,1,8,65,1,1,1,1,1,5,0,0,0,64,0
22,88,1,1,0,7,72,0,1,2,1,0,2,0,2,2,70,4
13,70,1,1,0,7,87,1,1,0,0,1,5,0,0,2,62,1
18,70,1,1,0,8,86,1,1,2,1,2,2,0,0,2,67,5
23,85,1,0,0,8,67,0,1,1,1,1,3,0,2,0,66,1
21,90,2,2,1,7,76,2,1,2,2,2,3,0,1,1,74,2
15,95,1,2,1,9,62,1,1,1,1,2,3,0,0,0,69,2
20,94,1,2,1,8,89,0,1,1,1,2,4,1,0,1,70,0
11,99,1,1,0,10,60,1,1,2,1,2,1,0,1,2,68,1
27,83,1,0,0,5,91,1,1,0,1,1,2,0,2,2,70,3
19,96,1,1,1,8,97,1,1,1,1,0,2,0,0,2,71,3
27,92,1,0,1,9,100,2,1,1,2,2,0,0,2,1,73,2
17,96,1,1,0,9,93,0,1,1,1,1,2,0,0,0,69,3
17,60,0,0,1,7,61,1,1,0,1,2,4,0,2,2,61,1
15,99,1,1,1,5,71,1,1,1,1,1,2,0,1,1,68,0
25,79,1,0,1,9,54,1,1,0,1,2,2,0,2,0,66,1
16,92,2,0,1,6,58,0,1,2,1,2,4,0,0,2,67,0
24,65,0,2,1,7,52,1,1,2,1,1,1,0,2,1,64,1
18,76,0,2,1,10,82,2,1,1,1,0,4,0,1,2,67,1
8,71,2,1,1,5,77,1,0,2,1,1,4,0,0,1,61,0
17,72,0,1,0,8,96,2,1,0,2,1,3,0,0,2,65,2
13,65,0,2,1,6,73,1,1,0,1,2,3,0,2,2,62,0
20,92,0,2,0,6,82,1,1,1,1,1,5,0,0,2,69,0
13,60,2,2,0,7,70,1,1,1,1,0,3,0,1,0,61,1
26,73,2,1,0,8,91,1,1,0,0,1,5,0,0,1,69,4
19,67,1,0,0,8,96,2,0,2,0,2,3,0,1,2,64,1
19,84,1,0,0,9,72,2,1,0,1,2,3,0,0,0,65,1
24,70,1,2,0,6,54,0,1,2,1,1,1,0,0,1,64,1
26,70,2,2,1,5,58,1,1,0,0,2,3,0,2,1,68,1
20,80,0,1,1,6,86,2,1,0,1,2,3,0,0,2,67,1
15,86,2,1,1,8,66,0,1,1,2,2,5,0,1,2,68,0
9,65,0,1,1,7,89,1,1,0,1,2,4,0,0,1,61,2
16,67,1,2,1,4,87,2,1,2,2,2,4,0,1,2,69,5
16,70,0,2,1,4,85,2,1,1,1,1,3,0,0,2,64,0
21,99,2,1,1,7,91,1,0,1,1,2,4,0,1,2,74,3
18,76,1,1,0,8,88,0,1,1,1,1,4,0,1,2,66,1
24,84,1,1,0,6,82,1,1,1,1,0,2,0,0,2,68,1
16,70,1,2,1,8,50,2,1,2,1,1,3,0,2,0,65,3
20,80,1,2,1,5,76,1,0,0,1,0,3,0,1,2,66,0
27,63,2,0,0,7,80,1,0,1,2,2,2,0,0,2,66,2
22,61,1,0,0,7,98,2,1,2,0,1,2,0,1,2,65,3
20,79,1,1,0,8,83,1,1,0,1,1,4,0,1,1,67,3
16,76,0,1,1,5,79,1,1,0,2,2,4,0,2,1,65,0
16,65,1,1,0,5,77,1,1,2,2,2,3,0,0,1,63,1
15,88,2,1,0,8,55,1,1,2,2,1,2,0,0,2,67,1
17,100,1,2,1,5,71,0,1,0,1,1,4,0,0,2,70,2
25,76,2,2,1,6,57,0,0,1,1,2,3,0,2,1,68,0
19,85,1,1,1,9,53,2,1,1,1,1,3,0,1,0,66,1
12,99,1,1,1,7,66,0,1,1,0,0,1,0,2,1,67,3
31,93,1,0,0,8,82,0,1,2,2,1,1,0,0,2,72,2
22,79,2,2,1,8,93,1,1,1,1,0,2,1,0,2,68,0
12,89,1,2,0,8,91,1,0,0,2,1,2,0,0,2,66,1
17,65,1,1,0,7,65,1,1,2,1,1,4,0,0,1,62,0
21,80,2,0,1,6,52,1,1,0,1,0,4,0,0,2,65,1
30,71,2,0,0,10,70,0,1,1,1,1,4,1,0,2,67,3
13,66,1,1,1,7,66,0,1,1,1,0,2,0,1,2,62,3
26,77,1,0,1,7,69,0,1,2,1,1,3,1,0,2,66,1
28,65,1,1,0,8,78,2,0,2,1,2,3,0,1,2,67,1
16,88,1,1,1,6,52,1,1,2,2,2,3,0,0,2,68,2
18,78,1,1,1,6,69,1,1,1,1,0,4,0,2,1,66,1
14,81,2,2,0,9,78,1,1,1,1,2,4,0,1,2,68,0
19,66,0,1,0,6,72,1,1,0,1,0,5,0,0,2,62,2
20,66,1,2,0,8,83,1,1,0,1,1,2,1,1,2,64,1
24,83,2,0,0,8,59,1,1,0,1,2,3,0,0,2,68,1
27,99,0,0,1,7,58,0,1,1,1,2,2,0,2,1,71,2
16,64,1,1,0,7,65,1,1,1,2,1,4,0,0,2,63,2
8,71,2,1,0,8,55,2,1,0,2,2,2,0,1,1,62,1
20,95,2,0,1,7,62,0,1,0,0,2,3,0,1,2,69,1
22,63,1,1,1,4,54,1,1,1,1,2,3,0,0,1,62,0
21,95,0,1,1,9,70,1,1,2,1,2,3,0,0,2,71,3
18,81,0,2,1,6,86,1,1,0,1,2,4,0,1,2,69,3
21,76,1,1,1,7,64,0,1,1,2,2,2,0,0,1,66,1
29,72,0,1,0,5,50,0,1,0,1,1,4,0,0,2,64,0
22,72,0,2,0,6,78,0,0,0,2,1,3,0,2,2,65,1
18,72,2,2,0,6,85,2,1,2,2,2,1,0,0,1,68,1
17,95,2,1,0,7,70,2,1,0,1,1,3,0,0,2,69,1
19,89,2,1,1,6,65,0,1,0,1,1,3,1,2,2,68,2
30,87,0,1,1,10,75,0,1,0,0,1,4,0,1,2,71,3
19,92,0,1,0,7,55,1,1,1,1,1,5,0,0,0,66,1
20,70,2,0,0,8,82,1,1,0,2,2,3,0,0,1,65,2
17,85,2,1,1,7,87,1,1,0,1,1,1,0,0,2,68,1
27,78,2,2,0,8,85,1,1,2,1,2,3,0,1,2,72,0
32,91,2,1,1,4,66,1,1,0,2,1,2,0,2,2,75,3
23,72,2,0,1,6,92,0,1,2,1,0,3,0,1,2,67,2
20,86,1,1,0,6,97,0,1,0,1,1,2,0,0,1,67,1
20,95,1,1,0,6,65,2,1,0,1,1,3,0,1,2,70,2
6,76,1,1,1,8,63,1,1,1,1,1,3,0,1,2,64,5
24,63,1,1,1,8,85,2,1,0,1,2,3,0,0,0,65,1
21,81,1,1,1,7,85,1,1,0,2,0,3,0,2,1,68,1
23,74,2,2,0,7,76,1,1,1,0,1,2,0,1,1,67,1
16,87,0,1,1,10,96,1,0,0,2,2,1,0,1,1,66,1
18,98,2,1,0,7,57,0,1,2,1,1,1,0,2,1,69,0
18,79,0,2,0,4,74,0,1,0,1,0,1,0,0,2,64,2
26,79,1,2,1,8,52,2,1,1,1,0,3,1,2,2,68,1
18,86,2,1,0,8,53,0,1,0,2,0,3,0,0,2,68,5
32,64,0,2,1,9,53,0,0,0,1,2,3,0,1,2,65,1
23,70,1,1,1,8,75,1,1,2,1,2,2,0,0,1,65,0
12,97,0,1,1,6,79,1,0,1,1,0,2,0,0,2,65,1
19,87,2,1,0,8,50,0,1,2,2,1,2,0,0,2,67,0
16,61,2,1,1,7,82,1,1,0,1,0,3,0,0,2,63,2
7,68,2,1,0,9,74,1,1,0,2,2,3,0,0,2,62,1
30,87,2,1,1,9,61,2,1,1,2,1,4,0,0,1,73,2
24,91,2,2,1,7,51,2,1,1,1,1,3,0,0,1,72,2
23,94,0,1,0,8,58,2,1,0,0,1,6,0,0,2,71,5
21,72,1,1,0,9,80,2,1,0,1,1,4,0,0,2,67,3
12,97,1,0,1,7,83,1,1,0,1,1,2,0,1,1,66,0
17,82,1,2,1,10,82,2,1,1,1,2,2,0,0,1,68,1
25,88,2,2,1,9,58,0,1,0,1,0,4,0,2,2,70,0
14,84,1,1,1,6,96,1,0,0,1,1,2,0,2,0,66,2
5,65,0,2,0,7,71,1,1,0,1,0,2,0,1,0,56,0
19,99,1,2,1,8,88,2,0,0,2,2,3,0,0,0,71,1
19,65,0,2,0,10,58,1,1,1,2,2,3,0,2,1,64,2
21,70,1,1,0,8,74,0,1,1,1,2,3,0,2,0,65,2
24,93,1,1,1,7,76,2,1,0,1,1,1,1,0,2,70,2
24,85,2,0,1,9,89,1,1,0,1,2,2,0,2,1,70,1
22,94,0,2,1,7,81,1,1,1,2,1,4,0,0,0,71,2
27,81,2,2,1,6,70,1,1,0,1,2,5,0,0,0,70,0
11,75,0,2,0,8,64,1,1,0,1,1,3,1,1,1,62,3
23,97,1,1,1,6,99,0,1,0,1,2,3,0,0,2,72,1
24,61,1,1,0,10,64,0,1,0,1,2,3,0,0,2,62,0
13,94,0,1,1,7,56,2,1,0,2,1,4,0,1,2,67,2
11,69,0,1,1,8,65,0,1,0,1,0,2,0,1,1,58,0
16,94,0,1,1,6,66,1,1,1,2,0,4,0,1,2,69,3
16,66,1,0,0,9,56,1,1,0,2,2,4,1,1,2,60,0
25,83,2,2,1,7,85,2,1,0,1,0,4,0,1,2,72,2
16,96,1,1,0,7,81,1,1,0,0,0,3,0,0,1,66,0
15,79,1,2,1,7,66,1,1,0,1,2,3,0,1,0,66,2
16,90,1,2,1,5,100,0,1,2,1,0,4,0,0,1,69,1
27,92,0,1,1,7,83,0,1,0,1,2,4,1,1,1,70,2
20,89,0,1,1,8,85,1,1,1,2,2,1,0,2,2,70,2
19,97,2,2,0,5,78,0,1,1,0,0,3,0,1,1,70,0
19,78,0,2,1,9,78,1,1,0,2,0,2,0,1,2,67,2
28,67,2,1,1,7,51,1,1,1,1,1,3,0,0,2,67,2
16,62,0,0,0,7,89,2,1,1,1,1,3,0,0,0,59,0
28,70,1,1,1,4,96,0,1,1,1,2,2,0,0,1,67,1
21,66,2,1,1,7,56,1,1,0,1,1,4,0,2,1,65,1
19,82,1,1,0,5,90,1,1,2,1,0,3,0,1,2,68,1
35,67,2,2,1,6,77,0,1,0,1,2,3,0,1,2,71,1
14,62,1,1,0,5,64,1,1,0,1,1,3,0,1,2,61,2
18,61,1,1,1,6,96,1,1,1,1,0,3,0,0,2,63,0
13,93,1,2,1,7,51,0,1,0,2,1,3,0,0,2,67,1
26,84,2,1,0,7,64,1,0,1,2,1,4,0,1,2,69,1
30,74,1,2,0,8,94,0,1,1,1,2,3,0,0,2,70,0
30,96,1,0,1,4,74,2,0,0,0,0,3,0,0,1,69,0
27,63,2,1,1,7,80,1,1,0,2,1,4,0,0,0,66,1
19,99,1,0,1,7,87,0,1,1,1,2,4,0,0,1,70,1
18,85,1,1,1,6,57,0,1,1,2,1,2,0,2,1,67,2
10,67,2,2,0,6,61,1,1,0,2,1,2,0,0,2,61,0
32,87,1,2,1,9,100,1,1,1,0,1,2,0,2,1,74,2
23,91,1,2,1,10,62,0,1,1,2,0,3,0,1,2,70,1
17,77,2,1,1,4,77,0,1,1,1,2,4,0,0,2,66,0
28,94,1,2,1,6,65,2,1,0,2,2,1,0,0,2,73,1
14,66,1,1,1,5,93,1,1,1,1,0,2,0,0,2,62,1
22,71,1,0,1,7,98,0,1,0,2,1,2,0,0,1,65,2
19,64,2,1,0,9,57,0,1,1,2,1,3,0,0,2,62,0
24,68,0,1,1,8,80,1,0,0,0,2,4,0,2,1,64,1
20,70,1,1,1,7,91,1,1,0,1,0,2,0,0,0,63,1
11,97,1,1,0,7,91,1,1,1,1,2,4,0,0,2,69,1
20,63,1,1,0,7,72,0,1,0,2,0,5,1,2,2,63,3
26,77,1,1,1,8,61,1,1,0,1,1,4,0,1,1,67,1
20,81,1,0,0,8,69,1,1,1,1,1,2,0,0,2,65,1
25,96,1,2,0,8,88,1,1,0,1,1,1,0,0,2,71,0
14,100,1,1,1,4,100,1,1,0,1,1,3,0,2,1,71,3
20,90,1,1,0,7,78,2,1,1,2,2,4,1,2,0,69,0
16,99,1,2,1,7,60,1,1,0,2,1,3,0,2,1,71,2
24,91,0,1,1,8,52,1,1,0,1,1,5,0,0,2,68,1
20,99,0,1,1,7,97,1,1,0,1,1,0,0,0,2,70,2
24,88,1,2,1,8,74,1,1,0,2,1,3,0,2,2,71,0
27,63,1,1,1,6,86,1,1,1,1,2,4,0,2,2,68,1
24,76,0,2,0,8,83,1,1,2,1,2,4,0,0,2,69,1
22,86,1,1,1,9,95,1,1,1,0,2,2,0,1,2,71,4
14,74,2,1,0,5,63,0,0,0,2,2,3,0,1,0,63,2
20,71,0,1,0,5,72,1,1,1,1,2,4,0,2,1,66,4
17,83,1,1,0,8,96,1,1,0,1,2,3,0,1,1,67,1
18,97,2,0,1,7,79,1,1,2,1,2,3,0,0,0,71,3
18,61,0,0,0,9,54,1,1,1,1,1,2,0,1,2,59,0
14,91,2,1,1,7,60,1,1,2,1,1,2,0,0,2,67,0
8,89,2,2,0,8,62,1,1,1,1,2,4,1,0,1,66,2
16,99,0,2,1,6,100,2,1,2,2,2,3,0,0,0,72,1
21,97,2,2,0,8,61,0,1,0,2,1,3,1,2,2,70,0
12,90,1,1,1,8,93,0,1,2,1,1,3,0,0,2,68,3
20,81,0,1,0,6,54,0,1,0,0,2,2,0,1,1,63,0
31,68,1,1,0,9,59,1,1,2,2,1,2,0,2,2,69,3
26,82,0,1,0,4,94,0,1,0,0,2,3,0,0,2,67,0
30,91,1,2,1,7,95,0,1,1,2,2,3,0,1,2,75,1
22,96,0,0,1,5,59,1,1,1,2,2,2,0,0,0,67,0
27,92,2,2,1,5,61,1,1,1,2,2,3,0,2,2,74,0
16,68,1,2,1,8,77,1,1,1,2,2,4,0,2,1,66,1
16,84,1,2,1,5,53,1,0,0,1,1,1,0,0,2,65,2
4,73,0,1,1,5,97,2,1,0,2,0,1,0,0,2,60,1
27,60,1,2,0,8,68,2,1,1,1,0,4,1,0,0,63,1
29,68,0,2,1,5,74,0,1,2,2,1,2,1,2,2,69,3
17,65,2,2,0,9,55,1,1,1,1,2,2,0,0,2,64,1
18,94,0,1,1,8,52,1,1,1,1,2,4,0,1,2,68,1
15,70,1,1,0,6,73,0,1,1,0,2,4,0,0,1,63,2
22,71,1,1,1,8,56,0,1,1,2,1,2,0,2,2,65,0
27,98,1,2,0,4,82,1,1,2,1,2,3,0,0,2,74,0
10,75,1,2,1,8,90,1,1,0,1,2,2,0,2,1,65,2
22,60,1,1,1,5,52,1,1,0,1,0,2,0,0,2,61,0
18,71,1,2,1,6,81,1,1,0,2,2,3,0,0,2,66,1
